# generated_by=fixtures/r/generate_real_deseq_subset_fixture.R
# selected_from=data/local_dispersion_fit_points.tsv;data/local_dispersion_ranked_hard_rows.tsv;data/local_dispersion_all_rows.tsv.gz
# source=real_deseq2_local_dispersion_debug_tables
# expected=black_box_R_locfit_on_committed_subset
# source_expected=original_full_data_dispFit_for_context_only
# r_version=4.6.0
# locfit_version=1.5.9.12
# input_count=384
# prediction_count=33
# columns:case,kind,index,gene,mean,disp,expected,source_expected
real_deseq2_curated,input,334,TMEM25,1621.66348093745,0.066890182489399999,,
real_deseq2_curated,input,335,DGKQ,1659.7325752816701,0.053682419984904098,,
real_deseq2_curated,input,336,SYK,1702.30437085054,0.15429001387199701,,
real_deseq2_curated,input,337,ABCA3,1747.25912783953,0.095822797567896495,,
real_deseq2_curated,input,338,LINC01089,1795.5589008090799,0.14805699081760401,,
real_deseq2_curated,input,339,PRKCI,1844.2354323147699,0.060746821563156098,,
real_deseq2_curated,input,340,TTC31,1893.8434827321501,0.0247344896212667,,
real_deseq2_curated,input,341,MDM2,1941.7945620642899,0.072155500069042394,,
real_deseq2_curated,input,342,SH3BP5-AS1,1991.5382612414101,0.10737534232395,,
real_deseq2_curated,input,343,SLC25A16,2038.7766797316101,0.056234907176867598,,
real_deseq2_curated,input,344,CNOT8,2094.3852709037401,0.022472106677251701,,
real_deseq2_curated,input,345,CTCF,2152.3390365407799,0.019142478265267701,,
real_deseq2_curated,input,346,YTHDF2,2219.2111639234799,0.0533882047231777,,
real_deseq2_curated,input,347,OSTC,2279.0571349410002,0.049492789882683401,,
real_deseq2_curated,input,348,NT5DC1,2342.5756914385402,0.097674723442929795,,
real_deseq2_curated,input,349,ACP2,2411.0899901818002,0.097291829513788994,,
real_deseq2_curated,input,350,SNRK,2478.43173742511,0.109584941081607,,
real_deseq2_curated,input,351,SPTLC1,2546.41556294565,0.046342595889357997,,
real_deseq2_curated,input,352,NPY1R,2616.09370375345,0.443399002785128,,
real_deseq2_curated,input,353,GTF3C5,2692.9003404902801,0.019858909190366501,,
real_deseq2_curated,input,354,GFPT1,2788.9000144217098,0.080005271136530595,,
real_deseq2_curated,input,355,NIPBL,2897.49030494304,0.0358795949465203,,
real_deseq2_curated,input,356,GIGYF2,2996.9488107224302,0.0301140117493593,,
real_deseq2_curated,input,357,PAK2,3093.6455288700499,0.044623960128443899,,
real_deseq2_curated,input,358,FNDC3B,3189.0277225888099,0.10220582491361201,,
real_deseq2_curated,input,359,DENND5A,3302.6375041092201,0.082487534171435506,,
real_deseq2_curated,input,360,GET3,3426.54585588184,0.073913028903732303,,
real_deseq2_curated,input,361,WDR33,3544.5954915167799,0.0130288674639817,,
real_deseq2_curated,input,362,EIF4G3,3682.4758373124901,0.043609762440594002,,
real_deseq2_curated,input,363,FUNDC2,3816.9056594474,0.056536549907860702,,
real_deseq2_curated,input,364,CD2AP,3993.2776826489799,0.063304766798666506,,
real_deseq2_curated,input,365,RAB29,4146.1836501443804,0.34848444963025299,,
real_deseq2_curated,input,366,THY1,4290.1361584405104,0.53533622932643499,,
real_deseq2_curated,input,367,RANBP2,4488.7578535040602,0.050326036090410503,,
real_deseq2_curated,input,368,OAF,4698.66456342938,0.22999439645511299,,
real_deseq2_curated,input,369,PROM2,4936.6403888880104,0.245395082553375,,
real_deseq2_curated,input,370,FGFR4,5209.8963749852901,0.21605172896630401,,
real_deseq2_curated,input,371,DLD,5513.2977578847203,0.10195189363243801,,
real_deseq2_curated,input,372,CTBP1,5807.1301698843299,0.0126903282293839,,
real_deseq2_curated,input,373,TSPAN14,6168.5829788664096,0.066761400513007593,,
real_deseq2_curated,input,374,ZDHHC6,6544.9320863311896,0.18695158882707999,,
real_deseq2_curated,input,375,NDUFA13,7095.6824564467197,0.078592765010299007,,
real_deseq2_curated,input,376,SHISA5,7832.8089434256599,0.102604484238289,,
real_deseq2_curated,input,377,CTDSP1,8705.4164913694894,0.031361350255060601,,
real_deseq2_curated,input,378,UQCRC2,9880.3838555455604,0.079802751506876102,,
real_deseq2_curated,input,379,MYO1C,11450.2984551102,0.052087800661437499,,
real_deseq2_curated,input,380,RPL18A,13779.86163879,0.10668511274876,,
real_deseq2_curated,input,381,RPL37,17460.5001214855,0.073898904908204194,,
real_deseq2_curated,input,382,EIF1,26691.424427555601,0.11609803122699799,,
real_deseq2_curated,input,383,MT-ND4,3717933.2691529701,0.54085586985318301,,
real_deseq2_curated,predict,0,ENSG00000213067,0.0056108484979453801,,2803.0884183524681,4989.8034095414596
real_deseq2_curated,predict,1,BMS1P13,0.0056425687121798998,,2775.7803357742523,4938.2511942933197
real_deseq2_curated,predict,2,CCT3P1,0.0058310756968761599,,2621.9717366578307,4648.3177200366899
real_deseq2_curated,predict,3,ATP10A-DT,0.0060018084519541,,2494.1618322188046,4407.9725440090097
real_deseq2_curated,predict,4,CXorf51B,0.0069726298717944597,,1926.392386901319,3347.7225067346899
real_deseq2_curated,predict,5,ENSG00000202231,0.0072850497060824798,,1787.0289450643913,3089.66536502606
real_deseq2_curated,predict,6,CDY13P,0.0084804174982368793,,1379.4987688165829,2341.4301272971502
real_deseq2_curated,predict,7,BRI3P2,0.0085279182004638597,,1366.49374421937,2317.7339687158601
real_deseq2_curated,predict,8,CSTP2,0.0091834627297010408,,1205.5665850326243,2025.6110556329299
real_deseq2_curated,predict,9,CLCN3P1,0.0092632628645628601,,1188.0898849851317,1994.0167510880201
real_deseq2_curated,predict,10,ENSG00000262067,0.040177601181508898,,111.47248806843075,148.063246137801
real_deseq2_curated,predict,11,ENSG00000304349,0.063127243079700093,,56.903080124652092,70.356080391402301
real_deseq2_curated,predict,12,ENSG00000271418,0.095228908671684695,,31.903071940147356,37.201370644077002
real_deseq2_curated,predict,13,ENSG00000261573,0.14162362958942201,,18.900711360802813,20.9724682049475
real_deseq2_curated,predict,14,ENSG00000309907,0.209855567564671,,11.6956593859789,12.4487496693338
real_deseq2_curated,predict,15,LINC02040,0.30606752492067102,,7.6752894571592476,7.9106411607658504
real_deseq2_curated,predict,16,ENSG00000302883,0.45130961541783898,,5.1161060436556891,5.1348350496228896
real_deseq2_curated,predict,17,WASF4P,0.66260389132313202,,3.5114022114539911,3.4555133919196601
real_deseq2_curated,predict,18,ENSG00000272328,0.99034674935993505,,2.4360885094947804,2.3664381491120499
real_deseq2_curated,predict,19,ENSG00000286489,1.5118777357552,,1.7141705227191573,1.6578029703310799
real_deseq2_curated,predict,20,ENSG00000288955,2.3590019784735698,,1.2322761446731707,1.1994426230897799
real_deseq2_curated,predict,21,UGT2B17,3.7144108821439601,,0.92538479203978896,0.91445098994951601
real_deseq2_curated,predict,22,FFAR4,6.1092053576227201,,0.73299894281770384,0.72859081653833402
real_deseq2_curated,predict,23,RAB6C,10.6342670984276,,0.61323710804156761,0.60150352710553301
real_deseq2_curated,predict,24,ENSG00000271551,20.020759778832002,,0.53765367566098854,0.50331506391324898
real_deseq2_curated,predict,25,ENSG00000254632,40.850054929029803,,0.46806800121372066,0.403932206501596
real_deseq2_curated,predict,26,ENSG00000279267,96.7767309704425,,0.29586023428182101,0.25983943507102902
real_deseq2_curated,predict,27,NCR3LG1,257.152032213479,,0.15639956440609296,0.149671167893591
real_deseq2_curated,predict,28,ENSG00000272141,621.00228482238094,,0.10655670039418275,0.108688101796224
real_deseq2_curated,predict,29,SNHG15,1177.5258505567899,,0.090471638174614191,0.099616764303841907
real_deseq2_curated,predict,30,NEK7,2024.88821331146,,0.083181675399766009,0.098891309592876606
real_deseq2_curated,predict,31,LRATD2,3793.84768923411,,0.078777799834421375,0.10279875634442601
real_deseq2_curated,predict,32,MT-ND4,3717933.2691529701,,0.54096684232987846,0.590799832948809
